,name,rating,address,description,review,distrito,alias,image_url,is_closed,review_count,latitude,longitude,location,display_phone,price,hours,transactions,languages,attributes,transit,best_time,delivery,pickup,online_ordering
0,InClan Brutal,5,"Calle Álvarez Gato, 4, 28012 Madrid, Spain",Tapas Bars Mediterranean ,Amazing cocktails and good service!!!!! Also love their decor and fantastic cocktail menu.. This is a place you go for the atmosphere and for fun pictures. It is exactly what you expect. Every part of the restaurant is thought out. From the selfie.... How fun is this place?!? I am so glad I found this place on yelp. We were not hungry when we came in but needed a place to sit before heading to the.... ,Retiro,inclan-brutal-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/qnACZF6n1EPH4hxd5XiVPQ/o.jpg,False,171,40.41508,-3.70192,"{'address1': 'Calle Álvarez Gato, 4', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Álvarez Gato, 4', '28012 Madrid', 'Spain']}",+34 910 23 80 38,InClan Brutal,,[],,,,,,,
1,Rosi La Loca,4,"Calle de Cádiz, 4, 28012 Madrid, Spain",Tapas Bars Spanish ,"Rosie La Loca is the result of someone saying ""how can make tapas fun, funky, and slightly fairytalish"".  They achieved their vision .   There is no moment,.... Super underrated here in Madrid. The first and last place for original Tapas. We accidentally stumbled in on this place and were blown away. Then traveled.... We went here our first night in Madrid after searching quickly for someplace to eat, and it was packed. If you want to eat inside, you have to make a.... ",Retiro,rosi-la-loca-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/SN6sHZ3lOLs4rLEMBPoMkQ/o.jpg,False,194,40.4158141746249,-3.70297881289753,"{'address1': 'Calle de Cádiz, 4', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Cádiz, 4', '28012 Madrid', 'Spain']}",+34 915 32 66 81,Rosi La Loca,,[],,,,,,,
2,Tinto y Tapas,5,"Calle de Almadén, 14, 28014 Madrid, Spain",Tapas Bars Wine Bars Tabernas ,"Reseña en ingles y español. 

Tinto y tapas was the perfect place to stop in for a mid-day snack (or lunch) after touring the museums all morning. We.... Adorable. A bit of unique menu with specials. Wine fabulous. Service friendly.  Food amazing.. Excellent lunch stop!  We each ordered an open face sandwich (I had the chicken, husband had the ham) and split a salad. It was the perfect portion and the.... ",Retiro,tinto-y-tapas-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/x2f0FfUuVnVoKtkIttkH3w/o.jpg,False,165,40.4109993,-3.6943901,"{'address1': 'Calle de Almadén, 14', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Almadén, 14', '28014 Madrid', 'Spain']}",+34 910 71 14 57,Tinto y Tapas,,[],,,,,,,
3,Cardamomo Tablao Flamenco,5,"Calle de Echegaray, 15, 28014 Madrid, Spain",Spanish Tablao Flamenco ,"Wonderful show in a great ambiance.

I was able to easily book my ticket online just a few hours prior to the show. I booked category A (closest to the.... Great experience.  I'd recommend them.

For a quick, one hour taste of Flamenco, this is a good Madrid choice.  They get you in and out efficiently. 

I got.... I'll be honest: I didn't know what Flamenco was before I saw this show. I knew it was a Spanish tradition. I figured that ""flamenco"" probably derives from.... ",Retiro,cardamomo-tablao-flamenco-madrid-2,https://s3-media3.fl.yelpcdn.com/bphoto/WZZV9k1aCbh21hoeV3IlHg/o.jpg,False,102,40.4154635,-3.6995421,"{'address1': 'Calle de Echegaray, 15', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Echegaray, 15', '28014 Madrid', 'Spain']}",+34 918 05 10 38,Cardamomo Tablao Flamenco,,[],,,,,,,
4,Cacao Restobar,3,"Calle de Moratin, 19, 28014 Madrid, Spain",Mediterranean Venezuelan Wine Bars ,"Awesome.  The best sangria I've ever had.  

Octopus was amazing, and the staff was super friendly.. Everything was delicious.  The vegetarian corn arepas was amazing!!  Highly recommend!!!. Not that bad, but all's too sweet or too salty which comes as a surprise given the place's rating. ",Retiro,cacao-restobar-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/4pPzoP8sAiXkQf9Dc7SIeg/o.jpg,False,106,40.4124,-3.69703,"{'address1': 'Calle de Moratin, 19', 'address2': None, 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Moratin, 19', '28014 Madrid', 'Spain']}",+34 910 52 96 34,Cacao Restobar,,[],,,,,,,
5,La Cabaña Argentina,5,"Calle de Ventura de la Vega, 10, 28014 Madrid, Spain",Argentine Steakhouses ,What a great surprise to find this restaurant it will be worth the trip down this small road.  Artichokes we're out of this world and the ribeye steak and.... Place was insanely good. Only problem is I was to full or order seconds. Highly recommend for amazing food . Everything tasted beyond good. Ambiance was.... Spectacular food. My wife had the octopus and I had the steak with pepper sauce. We followed that up with a bottle of wine and an amazing flambé crepe with.... ,Retiro,la-cabaña-argentina-madrid-2,https://s3-media1.fl.yelpcdn.com/bphoto/a-EUqjQFXg6yR6jJpLUvTA/o.jpg,False,68,40.4157422,-3.6990175,"{'address1': 'Calle de Ventura de la Vega, 10', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Ventura de la Vega, 10', '28014 Madrid', 'Spain']}",+34 913 69 72 02,La Cabaña Argentina,,[],,,,,,,
6,TriCiclo,5,"Calle Santa María, 28, 28014 Madrid, Spain",Tapas Bars Spanish Modern European ,"Classic tasting menu was fantastic. Each dish had lots of flavor. As someone who is not a very adventurous eater and often feels like tasting menus are too.... Madrid is known for exceptional food and this spot - a Michellin Bib Gourmand was beyond expectation! This is an exceptional restaurant with atmosphere,.... Everything is great especially service.
We went in early at their opening hour without reservations. The restaurant filled up quickly, but it was a great.... ",Retiro,triciclo-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/VXNxpz_jyP5Nu6GGoezvbA/o.jpg,False,86,40.41287,-3.69724,"{'address1': 'Calle Santa María, 28', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Santa María, 28', '28014 Madrid', 'Spain']}",+34 910 24 47 98,TriCiclo,,[],,,,,,,
7,El Sur,5,"Calle de la Torrecilla del Leal, 12, 28012 Madrid, Spain",Tapas Bars ,"This was the first and last restaurant I went to in Madrid because I couldn't leave without coming back for another meal! I got the seafood paella (paella.... A place that as well loved by locals. Reminds me a lot of the local places in Madrid, where you will be able to sit at the bar and have a drink, and even.... El Sur was our first stop in Madrid. The staff was extremely friendly and knew we were visiting from Miami. We chatted up a storm since the server had been.... ",Retiro,el-sur-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/jwbA1VhURId5DHktZgl_3A/o.jpg,False,792,40.4110475,-3.6995454,"{'address1': 'Calle de la Torrecilla del Leal, 12', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de la Torrecilla del Leal, 12', '28012 Madrid', 'Spain']}",+34 915 27 83 40,El Sur,,[],,,,,,,
8,Marina Ventura,4,"Calle Ventura de la Vega, 13, 28014 Madrid, Spain",Arroceria / Paella Mediterranean Seafood ,"We chose to come here over another place since they offer a varied menu than just paella.  So glad we did!

We all agreed the seafood paella here was the.... Amazing food, great atmosphere, and wonderful staff! We had the seafood paella which was delicious! Grab their pitcher of sangria and enjoy and relax..... Serving some of the best paella in Madrid, and certainly the best fried squid in all of Spain, Marina Ventura is a narrow restaurant tucked into one of many.... ",Retiro,marina-ventura-madrid-3,https://s3-media3.fl.yelpcdn.com/bphoto/IAYt5YiHjPVbXVFcwmbuEQ/o.jpg,False,57,40.41537,-3.69889,"{'address1': 'Calle Ventura de la Vega, 13', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Ventura de la Vega, 13', '28014 Madrid', 'Spain']}",+34 914 29 38 10,Marina Ventura,,[],,,,,,,
9,Salmón Gurú,4,"Calle de Echegaray, 21, 28014 Madrid, Spain",Cocktail Bars Gastropubs ,"I was a little skeptical about this place but so glad we went. Really interesting decor. The drinks were amazingly creative and delicious. 5/5 for both.... This place is fun to go to for the elaborate drinks served in dragons, bears, etc
The drinks were expensive for Spain but it was a fun place to check out.... Playful concept but gets up a little too much. Firstly, the menu was just confusing and hard to navigate. Sometimes new is just too complicated.  

The menu.... ",Retiro,salmón-gurú-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/GrEpMpZ3QhGlskh8lsdiJQ/o.jpg,False,75,40.414924,-3.699517,"{'address1': 'Calle de Echegaray, 21', 'address2': '', 'address3': None, 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Echegaray, 21', '28014 Madrid', 'Spain']}",+34 910 00 61 85,Salmón Gurú,,[],,,,,,,
10,La Malontina,5,"Calle Verónica, 4, 28014 Madrid, Spain",Modern European ,"La Malontina is a very small restaurant. There may be 6 tables total.  That said, we came without a reservation and were able to be seated for lunch with.... An amazing experience! A very quaint restaurant, probably can seat about 30 people, but quite lovely. The service was great, very kind, informative, and not.... A simply fantastic, intimate dining experience where pride is taken in the preparation of the food.  My son and I were alone and we simply handed the.... ",Retiro,la-malontina-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/z05SU0y_M0ahOgXNkP-NMw/o.jpg,False,112,40.41177,-3.69542,"{'address1': 'Calle Verónica, 4', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Verónica, 4', '28014 Madrid', 'Spain']}",+34 914 20 31 08,La Malontina,,[],,,,,,,
11,La Casa del Abuelo,5,"Calle de la Victoria, 12, 28012 Madrid, Spain",Spanish Tapas/Small Plates Seafood ,"This place came highly recommended in several travel blogs and I am just realizing that it was featured in the show Somebody Feed Phil. We were heading to.... This place is just ok. If you happen to be walking by and would like to stop for a bite and a drink, it's pretty decent. We had the shrimp croquettes and.... Other than the guy behind the counter being a complete Richard, this place was really good. My wife and I were on vacation in Madrid and we saw this place.... ",Retiro,la-casa-del-abuelo-madrid-3,https://s3-media4.fl.yelpcdn.com/bphoto/iNiAJYHIiJxu2fE_VGCdSg/o.jpg,False,174,40.415767,-3.701606,"{'address1': 'Calle de la Victoria, 12', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de la Victoria, 12', '28012 Madrid', 'Spain']}",+34 915 21 23 19,La Casa del Abuelo,,[],,,,,,,
12,Metro Bistro,5,"Calle Imperial, 3, 28012 Madrid, Spain",Mediterranean Spanish Signature Cuisine ,"I highly recommend metro bistro because of their €39.5 7 course tasting menu. We started off with this incredible pumpkin soup with a strong cheese..... Siriloin steak too salty 
Too salty 
Potatoes gratin not good .
Very mediocre food 
Very disappointed. One of the best meals of my 8 day trip to Spain & Portugal! My friend met me in Madrid for the first night and we ended up at Metro Bistro after I found.... ",Retiro,metro-bistro-madrid-5,https://s3-media2.fl.yelpcdn.com/bphoto/uDgvjX7B0XO6pAjdhpExWg/o.jpg,False,34,40.414641,-3.706778,"{'address1': 'Calle Imperial, 3', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Imperial, 3', '28012 Madrid', 'Spain']}",+34 913 66 33 19,Metro Bistro,,[],,,,,,,
13,Chocolatería San Ginés,4,"Pasadizo de San Ginés, 5, 28013 Madrid, Spain",Chocolatiers & Shops Churros Breakfast & Brunch ,"Before arriving in Madrid this March, the last time I had ingested a churro was probably in elementary school. My classmates and I all revered those rare.... I believe this place is slightly overhyped. The churros were crispy but have no other flavoring. 

The idea is to dip them into the chocolate cup that comes.... A must visit when you are in Madrid. This was certainly on my list of must try prior to arriving in Madrid and I'm glad we randomly stumbled across the.... ",Retiro,chocolatería-san-ginés-madrid-6,https://s3-media4.fl.yelpcdn.com/bphoto/hwpN-tb20RdF_V8jPlCvyQ/o.jpg,False,1333,40.4167599,-3.7068,"{'address1': 'Pasadizo de San Ginés, 5', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28013', 'country': 'ES', 'state': 'M', 'display_address': ['Pasadizo de San Ginés, 5', '28013 Madrid', 'Spain']}",+34 913 65 65 46,Chocolatería San Ginés,,[],,,,,,,
14,Casa Toni,5,"Calle de la Cruz, 14, 28012 Madrid, Spain",Tapas/Small Plates Spanish ,"This spot is as good as people say - tasty tapas, large portions, friendly (and English-speaking!) service, and located right in the center of Madrid. We.... Casa Toni was one of the best places my wife and I visited in Spain. We found out about it on the Spain Revealed channel un YouTube. A great channel you.... Best place in Madrid for authentic Spanish tapas.  The reviews are excellent and they are right on target.  Rick Steves also featured it in one of his.... ",Retiro,casa-toni-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/cPSxH71e7FR728d37O_pqA/o.jpg,False,92,40.4155522,-3.7018627,"{'address1': 'Calle de la Cruz, 14', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de la Cruz, 14', '28012 Madrid', 'Spain']}",+34 915 32 25 80,Casa Toni,,[],,,,,,,
15,Taberna del Chato,4,"Calle Andrés Mellado 88, 28015 Madrid, Spain",Tapas/Small Plates Tabernas ,"Highly recommended gastropub in Madrid. 

Tapas dishes classified in three price zones (2,80/3,80/4,80 Euros) plus some main dishes available.

Large wine.... Talberna del Chato is a small tapas bar located close to Puerta del Sol in the heart of Madrid. It offers a variety of unique and tasty dishes.

We walked.... (4.5 stars) Stumbled in here for lunch after struggling to find a place that could seat six late afternoon and so glad we did. All of the dishes we had were.... ",Retiro,taberna-del-chato-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/vGq2sUJhFr6rwu4dZ1QxZg/o.jpg,False,77,40.4148281386747,-3.70265081160892,"{'address1': 'Calle Andrés Mellado 88', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28015', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Andrés Mellado 88', '28015 Madrid', 'Spain']}",+34 674 02 59 69,Taberna del Chato,,[],,,,,,,
16,Alhambra,4,"Calle de la Victoria, 9, 28012 Madrid, Spain",Spanish Tapas/Small Plates ,"Hit this joint with my wife in Madrid (Spain).  Super cool spot, everyone was super busy, but that didn't impact the awesome service we received.  Food and.... Stop. 
First thing you need to do is make sure you are in the right restaurant. 
Do Not go into #7 Barrilla Alhambra. That  is not the correct restaurant..... A great place to eat that is close to Sol, and not too touristy. Many of the restaurants in the area promise authentic food only for it to be middle of the.... ",Retiro,alhambra-madrid-3,https://s3-media3.fl.yelpcdn.com/bphoto/X_Mg5SeKdWKfvkqPf2LnRw/o.jpg,False,453,40.41587,-3.7016,"{'address1': 'Calle de la Victoria, 9', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de la Victoria, 9', '28012 Madrid', 'Spain']}",+34 915 21 07 08,Alhambra,,[],,,,,,,
17,Bacoa,4,"Carrera de San Jeronimo, 3, 28014 Madrid, Spain",Burgers ,"Lo mejor de comida lo tienen ustedes, mi hija me invito a este restaurante una vez y todo fue una delicia. My goodness, one of the best burgers I've had. I ordered the premium meat with goat cheese, pickles, caramelized onion, little bit of mayo. I have have gone.... Cheeseburger and fries. If you've been to a Which Wich, then you'll understand the concept of Bacoa. You'll order your burger from a sheet with tickboxes.... ",Retiro,bacoa-madrid-3,https://s3-media1.fl.yelpcdn.com/bphoto/su4onHPsclMSvpRBNULDUg/o.jpg,False,70,40.4166968528883,-3.70159499259034,"{'address1': 'Carrera de San Jeronimo, 3', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Carrera de San Jeronimo, 3', '28014 Madrid', 'Spain']}",+34 915 21 22 58,Bacoa,,[],,,,,,,
18,Brew Wild Pizza Bar,5,"Calle Echegaray, 23, 28014 Madrid, Spain",Beer Bar Pizza Breweries ,"So you're in Madrid but just can't shake that urge for good craft beer and maybe some decent pizza? Brew wild is the perfect spot. Great selection of local.... More like a 3.5 but not good enough to round to a 4. Solid generic European pizza with a decent draft list.. I completely fell off the keto wagon my last night in Madrid. After a weekend of tapas and Iberico and the like, we went all out for pizza.

Me and two of.... ",Retiro,brew-wild-pizza-bar-madrid-3,https://s3-media2.fl.yelpcdn.com/bphoto/7MP3WN5ZVw7kASuQQDu_FA/o.jpg,False,22,40.414895,-3.699519,"{'address1': 'Calle Echegaray, 23', 'address2': None, 'address3': '', 'city': 'Madrid', 'zip_code': '28014', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Echegaray, 23', '28014 Madrid', 'Spain']}",+34 913 48 35 86,,,[],,,,,,,
19,Yokaloka,5,"Calle de Santa Isabel, 5, 28012 Madrid, Spain",Sushi Bars Japanese ,"Este restaurante tiene unos platillos muy exquisitos, de verdad que disfruto mucho los almuerzos de aqui. Such a cute spot in a cute market! I enjoyed the sushi for a fair price. Good service and good food. This adorable authentic spot for sushi is located in the bare bones basement of Mercado Anton Martin. Snag a seat at the sushi bar ( reservations are a must.... ",Retiro,yokaloka-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/-TMcwEu5HYcG2O2rp42XqA/o.jpg,False,100,40.4114189,-3.6987901,"{'address1': 'Calle de Santa Isabel, 5', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28012', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Santa Isabel, 5', '28012 Madrid', 'Spain']}",+34 610 60 27 22,Yokaloka,,[],,,,,,,
